y_U1,y_U2,y_U3,y_U4,y_U5,y_U6,y_U7,y_U8,y_L1,y_L2,y_L3,y_L4,y_L5,y_L6,y_L7,y_L8,alpha,Mach,Cl,Cm
0.0587,0.0746,0.0792,0.0761,0.0681,0.0564,0.0415,0.0236,-0.0385,-0.0424,-0.0403,-0.0362,-0.0304,-0.0237,-0.0167,-0.0093,11.5,0.85,0.82919,-0.033437
0.0587,0.0746,0.0792,0.0761,0.0681,0.0564,0.0415,0.0236,-0.0385,-0.0424,-0.0403,-0.0362,-0.0304,-0.0237,-0.0167,-0.0093,12,0.85,0.846436,-0.030718
0.0587,0.0746,0.0792,0.0761,0.0681,0.0564,0.0415,0.0236,-0.0385,-0.0424,-0.0403,-0.0362,-0.0304,-0.0237,-0.0167,-0.0093,12.5,0.85,0.863262,-0.028076
0.0587,0.0746,0.0792,0.0761,0.0681,0.0564,0.0415,0.0236,-0.0385,-0.0424,-0.0403,-0.0362,-0.0304,-0.0237,-0.0167,-0.0093,13,0.85,0.879655,-0.025526
0.0587,0.0746,0.0792,0.0761,0.0681,0.0564,0.0415,0.0236,-0.0385,-0.0424,-0.0403,-0.0362,-0.0304,-0.0237,-0.0167,-0.0093,13.5,0.85,0.895971,-0.023098
0.0587,0.0746,0.0792,0.0761,0.0681,0.0564,0.0415,0.0236,-0.0385,-0.0424,-0.0403,-0.0362,-0.0304,-0.0237,-0.0167,-0.0093,14,0.85,0.91224,-0.020671
0.0587,0.0746,0.0792,0.0761,0.0681,0.0564,0.0415,0.0236,-0.0385,-0.0424,-0.0403,-0.0362,-0.0304,-0.0237,-0.0167,-0.0093,14.5,0.85,0.929128,-0.018311
0.0538,0.0664,0.0718,0.0722,0.0677,0.0574,0.0426,0.0244,-0.0348,-0.0438,-0.0472,-0.0445,-0.035,-0.0209,-0.0088,-0.0016,-2,0.65,-0.064669,0.055388
0.0538,0.0664,0.0718,0.0722,0.0677,0.0574,0.0426,0.0244,-0.0348,-0.0438,-0.0472,-0.0445,-0.035,-0.0209,-0.0088,-0.0016,-1.5,0.65,-0.048984,0.09278
0.0538,0.0664,0.0718,0.0722,0.0677,0.0574,0.0426,0.0244,-0.0348,-0.0438,-0.0472,-0.0445,-0.035,-0.0209,-0.0088,-0.0016,-1,0.65,-0.033085,0.130318
0.0538,0.0664,0.0718,0.0722,0.0677,0.0574,0.0426,0.0244,-0.0348,-0.0438,-0.0472,-0.0445,-0.035,-0.0209,-0.0088,-0.0016,-0.5,0.65,-0.017019,0.167692
0.0538,0.0664,0.0718,0.0722,0.0677,0.0574,0.0426,0.0244,-0.0348,-0.0438,-0.0472,-0.0445,-0.035,-0.0209,-0.0088,-0.0016,0,0.65,-0.000843,0.205089
0.0538,0.0664,0.0718,0.0722,0.0677,0.0574,0.0426,0.0244,-0.0348,-0.0438,-0.0472,-0.0445,-0.035,-0.0209,-0.0088,-0.0016,0.5,0.65,0.015653,0.242166
0.0538,0.0664,0.0718,0.0722,0.0677,0.0574,0.0426,0.0244,-0.0348,-0.0438,-0.0472,-0.0445,-0.035,-0.0209,-0.0088,-0.0016,1,0.65,0.032314,0.278867
0.0538,0.0664,0.0718,0.0722,0.0677,0.0574,0.0426,0.0244,-0.0348,-0.0438,-0.0472,-0.0445,-0.035,-0.0209,-0.0088,-0.0016,1.5,0.65,0.049279,0.315035
0.0538,0.0664,0.0718,0.0722,0.0677,0.0574,0.0426,0.0244,-0.0348,-0.0438,-0.0472,-0.0445,-0.035,-0.0209,-0.0088,-0.0016,2,0.65,0.066557,0.350892
0.0538,0.0664,0.0718,0.0722,0.0677,0.0574,0.0426,0.0244,-0.0348,-0.0438,-0.0472,-0.0445,-0.035,-0.0209,-0.0088,-0.0016,2.5,0.65,0.084671,0.38657
0.0538,0.0664,0.0718,0.0722,0.0677,0.0574,0.0426,0.0244,-0.0348,-0.0438,-0.0472,-0.0445,-0.035,-0.0209,-0.0088,-0.0016,3,0.65,0.103457,0.422474
0.0538,0.0664,0.0718,0.0722,0.0677,0.0574,0.0426,0.0244,-0.0348,-0.0438,-0.0472,-0.0445,-0.035,-0.0209,-0.0088,-0.0016,3.5,0.65,0.122175,0.458128
0.0538,0.0664,0.0718,0.0722,0.0677,0.0574,0.0426,0.0244,-0.0348,-0.0438,-0.0472,-0.0445,-0.035,-0.0209,-0.0088,-0.0016,4,0.65,0.140134,0.493106
0.0538,0.0664,0.0718,0.0722,0.0677,0.0574,0.0426,0.0244,-0.0348,-0.0438,-0.0472,-0.0445,-0.035,-0.0209,-0.0088,-0.0016,4.5,0.65,0.156786,0.527158
0.0538,0.0664,0.0718,0.0722,0.0677,0.0574,0.0426,0.0244,-0.0348,-0.0438,-0.0472,-0.0445,-0.035,-0.0209,-0.0088,-0.0016,5,0.65,0.171531,0.559693
0.0538,0.0664,0.0718,0.0722,0.0677,0.0574,0.0426,0.0244,-0.0348,-0.0438,-0.0472,-0.0445,-0.035,-0.0209,-0.0088,-0.0016,5.5,0.65,0.184524,0.590436
0.0538,0.0664,0.0718,0.0722,0.0677,0.0574,0.0426,0.0244,-0.0348,-0.0438,-0.0472,-0.0445,-0.035,-0.0209,-0.0088,-0.0016,6,0.65,0.195964,0.619317
0.0538,0.0664,0.0718,0.0722,0.0677,0.0574,0.0426,0.0244,-0.0348,-0.0438,-0.0472,-0.0445,-0.035,-0.0209,-0.0088,-0.0016,6.5,0.65,0.205963,0.645525
0.0538,0.0664,0.0718,0.0722,0.0677,0.0574,0.0426,0.0244,-0.0348,-0.0438,-0.0472,-0.0445,-0.035,-0.0209,-0.0088,-0.0016,7,0.65,0.214952,0.669927
0.0538,0.0664,0.0718,0.0722,0.0677,0.0574,0.0426,0.0244,-0.0348,-0.0438,-0.0472,-0.0445,-0.035,-0.0209,-0.0088,-0.0016,7.5,0.65,0.22304,0.691824
0.0538,0.0664,0.0718,0.0722,0.0677,0.0574,0.0426,0.0244,-0.0348,-0.0438,-0.0472,-0.0445,-0.035,-0.0209,-0.0088,-0.0016,8,0.65,0.230052,0.710855
0.0538,0.0664,0.0718,0.0722,0.0677,0.0574,0.0426,0.0244,-0.0348,-0.0438,-0.0472,-0.0445,-0.035,-0.0209,-0.0088,-0.0016,8.5,0.65,0.236398,0.72775
0.0538,0.0664,0.0718,0.0722,0.0677,0.0574,0.0426,0.0244,-0.0348,-0.0438,-0.0472,-0.0445,-0.035,-0.0209,-0.0088,-0.0016,9,0.65,0.241816,0.742356
0.0538,0.0664,0.0718,0.0722,0.0677,0.0574,0.0426,0.0244,-0.0348,-0.0438,-0.0472,-0.0445,-0.035,-0.0209,-0.0088,-0.0016,9.5,0.65,0.24681,0.754846
0.0538,0.0664,0.0718,0.0722,0.0677,0.0574,0.0426,0.0244,-0.0348,-0.0438,-0.0472,-0.0445,-0.035,-0.0209,-0.0088,-0.0016,10,0.65,0.251055,0.765115
0.0538,0.0664,0.0718,0.0722,0.0677,0.0574,0.0426,0.0244,-0.0348,-0.0438,-0.0472,-0.0445,-0.035,-0.0209,-0.0088,-0.0016,10.5,0.65,0.254178,0.771205
0.0538,0.0664,0.0718,0.0722,0.0677,0.0574,0.0426,0.0244,-0.0348,-0.0438,-0.0472,-0.0445,-0.035,-0.0209,-0.0088,-0.0016,11,0.65,0.257411,0.77826
0.0538,0.0664,0.0718,0.0722,0.0677,0.0574,0.0426,0.0244,-0.0348,-0.0438,-0.0472,-0.0445,-0.035,-0.0209,-0.0088,-0.0016,11.5,0.65,0.259189,0.781457
0.0538,0.0664,0.0718,0.0722,0.0677,0.0574,0.0426,0.0244,-0.0348,-0.0438,-0.0472,-0.0445,-0.035,-0.0209,-0.0088,-0.0016,12,0.65,0.260119,0.782929
0.0538,0.0664,0.0718,0.0722,0.0677,0.0574,0.0426,0.0244,-0.0348,-0.0438,-0.0472,-0.0445,-0.035,-0.0209,-0.0088,-0.0016,12.5,0.65,0.260455,0.782286
0.0538,0.0664,0.0718,0.0722,0.0677,0.0574,0.0426,0.0244,-0.0348,-0.0438,-0.0472,-0.0445,-0.035,-0.0209,-0.0088,-0.0016,13,0.65,0.259868,0.780003
0.0538,0.0664,0.0718,0.0722,0.0677,0.0574,0.0426,0.0244,-0.0348,-0.0438,-0.0472,-0.0445,-0.035,-0.0209,-0.0088,-0.0016,13.5,0.65,0.25815,0.775902
0.0538,0.0664,0.0718,0.0722,0.0677,0.0574,0.0426,0.0244,-0.0348,-0.0438,-0.0472,-0.0445,-0.035,-0.0209,-0.0088,-0.0016,14,0.65,0.255023,0.769684
0.0538,0.0664,0.0718,0.0722,0.0677,0.0574,0.0426,0.0244,-0.0348,-0.0438,-0.0472,-0.0445,-0.035,-0.0209,-0.0088,-0.0016,14.5,0.65,0.252121,0.764438
0.0538,0.0664,0.0718,0.0722,0.0677,0.0574,0.0426,0.0244,-0.0348,-0.0438,-0.0472,-0.0445,-0.035,-0.0209,-0.0088,-0.0016,-2,0.7,-0.069126,0.059933
0.0538,0.0664,0.0718,0.0722,0.0677,0.0574,0.0426,0.0244,-0.0348,-0.0438,-0.0472,-0.0445,-0.035,-0.0209,-0.0088,-0.0016,-1.5,0.7,-0.051881,0.100923
0.0538,0.0664,0.0718,0.0722,0.0677,0.0574,0.0426,0.0244,-0.0348,-0.0438,-0.0472,-0.0445,-0.035,-0.0209,-0.0088,-0.0016,-1,0.7,-0.034369,0.141999
0.0538,0.0664,0.0718,0.0722,0.0677,0.0574,0.0426,0.0244,-0.0348,-0.0438,-0.0472,-0.0445,-0.035,-0.0209,-0.0088,-0.0016,-0.5,0.7,-0.0166,0.183091
0.0538,0.0664,0.0718,0.0722,0.0677,0.0574,0.0426,0.0244,-0.0348,-0.0438,-0.0472,-0.0445,-0.035,-0.0209,-0.0088,-0.0016,0,0.7,0.001558,0.224367
0.0538,0.0664,0.0718,0.0722,0.0677,0.0574,0.0426,0.0244,-0.0348,-0.0438,-0.0472,-0.0445,-0.035,-0.0209,-0.0088,-0.0016,0.5,0.7,0.020372,0.266003
0.0538,0.0664,0.0718,0.0722,0.0677,0.0574,0.0426,0.0244,-0.0348,-0.0438,-0.0472,-0.0445,-0.035,-0.0209,-0.0088,-0.0016,1,0.7,0.040726,0.308587
0.0538,0.0664,0.0718,0.0722,0.0677,0.0574,0.0426,0.0244,-0.0348,-0.0438,-0.0472,-0.0445,-0.035,-0.0209,-0.0088,-0.0016,1.5,0.7,0.061762,0.352664
0.0538,0.0664,0.0718,0.0722,0.0677,0.0574,0.0426,0.0244,-0.0348,-0.0438,-0.0472,-0.0445,-0.035,-0.0209,-0.0088,-0.0016,2,0.7,0.081688,0.398588
0.0538,0.0664,0.0718,0.0722,0.0677,0.0574,0.0426,0.0244,-0.0348,-0.0438,-0.0472,-0.0445,-0.035,-0.0209,-0.0088,-0.0016,2.5,0.7,0.098646,0.444086
0.0538,0.0664,0.0718,0.0722,0.0677,0.0574,0.0426,0.0244,-0.0348,-0.0438,-0.0472,-0.0445,-0.035,-0.0209,-0.0088,-0.0016,3,0.7,0.112576,0.488094
0.0538,0.0664,0.0718,0.0722,0.0677,0.0574,0.0426,0.0244,-0.0348,-0.0438,-0.0472,-0.0445,-0.035,-0.0209,-0.0088,-0.0016,3.5,0.7,0.124062,0.530848
0.0538,0.0664,0.0718,0.0722,0.0677,0.0574,0.0426,0.0244,-0.0348,-0.0438,-0.0472,-0.0445,-0.035,-0.0209,-0.0088,-0.0016,4,0.7,0.133432,0.571168
0.0538,0.0664,0.0718,0.0722,0.0677,0.0574,0.0426,0.0244,-0.0348,-0.0438,-0.0472,-0.0445,-0.035,-0.0209,-0.0088,-0.0016,4.5,0.7,0.141281,0.608904
0.0538,0.0664,0.0718,0.0722,0.0677,0.0574,0.0426,0.0244,-0.0348,-0.0438,-0.0472,-0.0445,-0.035,-0.0209,-0.0088,-0.0016,5,0.7,0.14821,0.64306
0.0538,0.0664,0.0718,0.0722,0.0677,0.0574,0.0426,0.0244,-0.0348,-0.0438,-0.0472,-0.0445,-0.035,-0.0209,-0.0088,-0.0016,5.5,0.7,0.15438,0.674507
0.0538,0.0664,0.0718,0.0722,0.0677,0.0574,0.0426,0.0244,-0.0348,-0.0438,-0.0472,-0.0445,-0.035,-0.0209,-0.0088,-0.0016,6,0.7,0.16016,0.702916
0.0538,0.0664,0.0718,0.0722,0.0677,0.0574,0.0426,0.0244,-0.0348,-0.0438,-0.0472,-0.0445,-0.035,-0.0209,-0.0088,-0.0016,6.5,0.7,0.165703,0.728004
0.0538,0.0664,0.0718,0.0722,0.0677,0.0574,0.0426,0.0244,-0.0348,-0.0438,-0.0472,-0.0445,-0.035,-0.0209,-0.0088,-0.0016,7,0.7,0.170996,0.752009
0.0538,0.0664,0.0718,0.0722,0.0677,0.0574,0.0426,0.0244,-0.0348,-0.0438,-0.0472,-0.0445,-0.035,-0.0209,-0.0088,-0.0016,7.5,0.7,0.176132,0.773899
0.0538,0.0664,0.0718,0.0722,0.0677,0.0574,0.0426,0.0244,-0.0348,-0.0438,-0.0472,-0.0445,-0.035,-0.0209,-0.0088,-0.0016,8,0.7,0.181136,0.794246
0.0538,0.0664,0.0718,0.0722,0.0677,0.0574,0.0426,0.0244,-0.0348,-0.0438,-0.0472,-0.0445,-0.035,-0.0209,-0.0088,-0.0016,8.5,0.7,0.186207,0.812111
0.0538,0.0664,0.0718,0.0722,0.0677,0.0574,0.0426,0.0244,-0.0348,-0.0438,-0.0472,-0.0445,-0.035,-0.0209,-0.0088,-0.0016,9,0.7,0.191442,0.827307
0.0538,0.0664,0.0718,0.0722,0.0677,0.0574,0.0426,0.0244,-0.0348,-0.0438,-0.0472,-0.0445,-0.035,-0.0209,-0.0088,-0.0016,9.5,0.7,0.196609,0.840574
0.0538,0.0664,0.0718,0.0722,0.0677,0.0574,0.0426,0.0244,-0.0348,-0.0438,-0.0472,-0.0445,-0.035,-0.0209,-0.0088,-0.0016,10,0.7,0.201772,0.852262
0.0538,0.0664,0.0718,0.0722,0.0677,0.0574,0.0426,0.0244,-0.0348,-0.0438,-0.0472,-0.0445,-0.035,-0.0209,-0.0088,-0.0016,10.5,0.7,0.207288,0.860039
0.0538,0.0664,0.0718,0.0722,0.0677,0.0574,0.0426,0.0244,-0.0348,-0.0438,-0.0472,-0.0445,-0.035,-0.0209,-0.0088,-0.0016,11,0.7,0.212554,0.868175
0.0538,0.0664,0.0718,0.0722,0.0677,0.0574,0.0426,0.0244,-0.0348,-0.0438,-0.0472,-0.0445,-0.035,-0.0209,-0.0088,-0.0016,11.5,0.7,0.217628,0.873418
0.0538,0.0664,0.0718,0.0722,0.0677,0.0574,0.0426,0.0244,-0.0348,-0.0438,-0.0472,-0.0445,-0.035,-0.0209,-0.0088,-0.0016,12,0.7,0.222468,0.878931
0.0538,0.0664,0.0718,0.0722,0.0677,0.0574,0.0426,0.0244,-0.0348,-0.0438,-0.0472,-0.0445,-0.035,-0.0209,-0.0088,-0.0016,12.5,0.7,0.227163,0.882097
0.0538,0.0664,0.0718,0.0722,0.0677,0.0574,0.0426,0.0244,-0.0348,-0.0438,-0.0472,-0.0445,-0.035,-0.0209,-0.0088,-0.0016,13,0.7,0.231708,0.883331
0.0538,0.0664,0.0718,0.0722,0.0677,0.0574,0.0426,0.0244,-0.0348,-0.0438,-0.0472,-0.0445,-0.035,-0.0209,-0.0088,-0.0016,13.5,0.7,0.235976,0.882947
0.0538,0.0664,0.0718,0.0722,0.0677,0.0574,0.0426,0.0244,-0.0348,-0.0438,-0.0472,-0.0445,-0.035,-0.0209,-0.0088,-0.0016,14,0.7,0.239895,0.88123
0.0538,0.0664,0.0718,0.0722,0.0677,0.0574,0.0426,0.0244,-0.0348,-0.0438,-0.0472,-0.0445,-0.035,-0.0209,-0.0088,-0.0016,14.5,0.7,0.243046,0.877221
0.0538,0.0664,0.0718,0.0722,0.0677,0.0574,0.0426,0.0244,-0.0348,-0.0438,-0.0472,-0.0445,-0.035,-0.0209,-0.0088,-0.0016,-2,0.75,-0.076104,0.067542
0.0538,0.0664,0.0718,0.0722,0.0677,0.0574,0.0426,0.0244,-0.0348,-0.0438,-0.0472,-0.0445,-0.035,-0.0209,-0.0088,-0.0016,-1.5,0.75,-0.055471,0.116207
0.0538,0.0664,0.0718,0.0722,0.0677,0.0574,0.0426,0.0244,-0.0348,-0.0438,-0.0472,-0.0445,-0.035,-0.0209,-0.0088,-0.0016,-1,0.75,-0.034664,0.1652
0.0538,0.0664,0.0718,0.0722,0.0677,0.0574,0.0426,0.0244,-0.0348,-0.0438,-0.0472,-0.0445,-0.035,-0.0209,-0.0088,-0.0016,-0.5,0.75,-0.013037,0.216333
0.0538,0.0664,0.0718,0.0722,0.0677,0.0574,0.0426,0.0244,-0.0348,-0.0438,-0.0472,-0.0445,-0.035,-0.0209,-0.0088,-0.0016,0,0.75,0.006196,0.272164
0.0538,0.0664,0.0718,0.0722,0.0677,0.0574,0.0426,0.0244,-0.0348,-0.0438,-0.0472,-0.0445,-0.035,-0.0209,-0.0088,-0.0016,0.5,0.75,0.020552,0.329664
0.0538,0.0664,0.0718,0.0722,0.0677,0.0574,0.0426,0.0244,-0.0348,-0.0438,-0.0472,-0.0445,-0.035,-0.0209,-0.0088,-0.0016,1,0.75,0.030476,0.385809
0.0538,0.0664,0.0718,0.0722,0.0677,0.0574,0.0426,0.0244,-0.0348,-0.0438,-0.0472,-0.0445,-0.035,-0.0209,-0.0088,-0.0016,1.5,0.75,0.037207,0.439288
0.0538,0.0664,0.0718,0.0722,0.0677,0.0574,0.0426,0.0244,-0.0348,-0.0438,-0.0472,-0.0445,-0.035,-0.0209,-0.0088,-0.0016,2,0.75,0.041549,0.491171
0.0538,0.0664,0.0718,0.0722,0.0677,0.0574,0.0426,0.0244,-0.0348,-0.0438,-0.0472,-0.0445,-0.035,-0.0209,-0.0088,-0.0016,2.5,0.75,0.044432,0.539313
0.0538,0.0664,0.0718,0.0722,0.0677,0.0574,0.0426,0.0244,-0.0348,-0.0438,-0.0472,-0.0445,-0.035,-0.0209,-0.0088,-0.0016,3,0.75,0.046661,0.58308
0.0538,0.0664,0.0718,0.0722,0.0677,0.0574,0.0426,0.0244,-0.0348,-0.0438,-0.0472,-0.0445,-0.035,-0.0209,-0.0088,-0.0016,3.5,0.75,0.04873,0.622811
0.0538,0.0664,0.0718,0.0722,0.0677,0.0574,0.0426,0.0244,-0.0348,-0.0438,-0.0472,-0.0445,-0.035,-0.0209,-0.0088,-0.0016,4,0.75,0.050193,0.660738
0.0538,0.0664,0.0718,0.0722,0.0677,0.0574,0.0426,0.0244,-0.0348,-0.0438,-0.0472,-0.0445,-0.035,-0.0209,-0.0088,-0.0016,4.5,0.75,0.05179,0.695799
0.0538,0.0664,0.0718,0.0722,0.0677,0.0574,0.0426,0.0244,-0.0348,-0.0438,-0.0472,-0.0445,-0.035,-0.0209,-0.0088,-0.0016,5,0.75,0.054115,0.726744
0.0538,0.0664,0.0718,0.0722,0.0677,0.0574,0.0426,0.0244,-0.0348,-0.0438,-0.0472,-0.0445,-0.035,-0.0209,-0.0088,-0.0016,5.5,0.75,0.056641,0.75548
0.0538,0.0664,0.0718,0.0722,0.0677,0.0574,0.0426,0.0244,-0.0348,-0.0438,-0.0472,-0.0445,-0.035,-0.0209,-0.0088,-0.0016,6,0.75,0.059167,0.783157
0.0538,0.0664,0.0718,0.0722,0.0677,0.0574,0.0426,0.0244,-0.0348,-0.0438,-0.0472,-0.0445,-0.035,-0.0209,-0.0088,-0.0016,6.5,0.75,0.062462,0.807832
0.0538,0.0664,0.0718,0.0722,0.0677,0.0574,0.0426,0.0244,-0.0348,-0.0438,-0.0472,-0.0445,-0.035,-0.0209,-0.0088,-0.0016,7,0.75,0.066176,0.830434
0.0538,0.0664,0.0718,0.0722,0.0677,0.0574,0.0426,0.0244,-0.0348,-0.0438,-0.0472,-0.0445,-0.035,-0.0209,-0.0088,-0.0016,7.5,0.75,0.070304,0.851252
0.0538,0.0664,0.0718,0.0722,0.0677,0.0574,0.0426,0.0244,-0.0348,-0.0438,-0.0472,-0.0445,-0.035,-0.0209,-0.0088,-0.0016,8,0.75,0.074551,0.870758
0.0538,0.0664,0.0718,0.0722,0.0677,0.0574,0.0426,0.0244,-0.0348,-0.0438,-0.0472,-0.0445,-0.035,-0.0209,-0.0088,-0.0016,8.5,0.75,0.07927,0.88869
0.0538,0.0664,0.0718,0.0722,0.0677,0.0574,0.0426,0.0244,-0.0348,-0.0438,-0.0472,-0.0445,-0.035,-0.0209,-0.0088,-0.0016,9,0.75,0.084223,0.905293
0.0538,0.0664,0.0718,0.0722,0.0677,0.0574,0.0426,0.0244,-0.0348,-0.0438,-0.0472,-0.0445,-0.035,-0.0209,-0.0088,-0.0016,9.5,0.75,0.089701,0.920456
0.0538,0.0664,0.0718,0.0722,0.0677,0.0574,0.0426,0.0244,-0.0348,-0.0438,-0.0472,-0.0445,-0.035,-0.0209,-0.0088,-0.0016,10,0.75,0.095166,0.934968
0.0538,0.0664,0.0718,0.0722,0.0677,0.0574,0.0426,0.0244,-0.0348,-0.0438,-0.0472,-0.0445,-0.035,-0.0209,-0.0088,-0.0016,10.5,0.75,0.100807,0.947965
0.0538,0.0664,0.0718,0.0722,0.0677,0.0574,0.0426,0.0244,-0.0348,-0.0438,-0.0472,-0.0445,-0.035,-0.0209,-0.0088,-0.0016,11,0.75,0.107004,0.959442
0.0538,0.0664,0.0718,0.0722,0.0677,0.0574,0.0426,0.0244,-0.0348,-0.0438,-0.0472,-0.0445,-0.035,-0.0209,-0.0088,-0.0016,11.5,0.75,0.113413,0.969453
0.0538,0.0664,0.0718,0.0722,0.0677,0.0574,0.0426,0.0244,-0.0348,-0.0438,-0.0472,-0.0445,-0.035,-0.0209,-0.0088,-0.0016,12,0.75,0.120099,0.978566
0.0538,0.0664,0.0718,0.0722,0.0677,0.0574,0.0426,0.0244,-0.0348,-0.0438,-0.0472,-0.0445,-0.035,-0.0209,-0.0088,-0.0016,12.5,0.75,0.127102,0.985848
0.0538,0.0664,0.0718,0.0722,0.0677,0.0574,0.0426,0.0244,-0.0348,-0.0438,-0.0472,-0.0445,-0.035,-0.0209,-0.0088,-0.0016,13,0.75,0.133666,0.993277
0.0538,0.0664,0.0718,0.0722,0.0677,0.0574,0.0426,0.0244,-0.0348,-0.0438,-0.0472,-0.0445,-0.035,-0.0209,-0.0088,-0.0016,13.5,0.75,0.140549,0.999444
0.0538,0.0664,0.0718,0.0722,0.0677,0.0574,0.0426,0.0244,-0.0348,-0.0438,-0.0472,-0.0445,-0.035,-0.0209,-0.0088,-0.0016,14,0.75,0.147284,1.005024
0.0538,0.0664,0.0718,0.0722,0.0677,0.0574,0.0426,0.0244,-0.0348,-0.0438,-0.0472,-0.0445,-0.035,-0.0209,-0.0088,-0.0016,14.5,0.75,0.154281,1.009141
0.0538,0.0664,0.0718,0.0722,0.0677,0.0574,0.0426,0.0244,-0.0348,-0.0438,-0.0472,-0.0445,-0.035,-0.0209,-0.0088,-0.0016,-2,0.8,-0.097069,0.089607
0.0538,0.0664,0.0718,0.0722,0.0677,0.0574,0.0426,0.0244,-0.0348,-0.0438,-0.0472,-0.0445,-0.035,-0.0209,-0.0088,-0.0016,-1.5,0.8,-0.085468,0.160968
0.0538,0.0664,0.0718,0.0722,0.0677,0.0574,0.0426,0.0244,-0.0348,-0.0438,-0.0472,-0.0445,-0.035,-0.0209,-0.0088,-0.0016,-1,0.8,-0.075516,0.236087
0.0538,0.0664,0.0718,0.0722,0.0677,0.0574,0.0426,0.0244,-0.0348,-0.0438,-0.0472,-0.0445,-0.035,-0.0209,-0.0088,-0.0016,-0.5,0.8,-0.070475,0.305821
0.0538,0.0664,0.0718,0.0722,0.0677,0.0574,0.0426,0.0244,-0.0348,-0.0438,-0.0472,-0.0445,-0.035,-0.0209,-0.0088,-0.0016,0,0.8,-0.069417,0.367961
0.0538,0.0664,0.0718,0.0722,0.0677,0.0574,0.0426,0.0244,-0.0348,-0.0438,-0.0472,-0.0445,-0.035,-0.0209,-0.0088,-0.0016,0.5,0.8,-0.07063,0.425239
0.0538,0.0664,0.0718,0.0722,0.0677,0.0574,0.0426,0.0244,-0.0348,-0.0438,-0.0472,-0.0445,-0.035,-0.0209,-0.0088,-0.0016,1,0.8,-0.072257,0.476234
0.0538,0.0664,0.0718,0.0722,0.0677,0.0574,0.0426,0.0244,-0.0348,-0.0438,-0.0472,-0.0445,-0.035,-0.0209,-0.0088,-0.0016,1.5,0.8,-0.073265,0.521091
0.0538,0.0664,0.0718,0.0722,0.0677,0.0574,0.0426,0.0244,-0.0348,-0.0438,-0.0472,-0.0445,-0.035,-0.0209,-0.0088,-0.0016,2,0.8,-0.073965,0.562122
0.0538,0.0664,0.0718,0.0722,0.0677,0.0574,0.0426,0.0244,-0.0348,-0.0438,-0.0472,-0.0445,-0.035,-0.0209,-0.0088,-0.0016,2.5,0.8,-0.073415,0.597963
0.0538,0.0664,0.0718,0.0722,0.0677,0.0574,0.0426,0.0244,-0.0348,-0.0438,-0.0472,-0.0445,-0.035,-0.0209,-0.0088,-0.0016,3,0.8,-0.072125,0.630826
0.0538,0.0664,0.0718,0.0722,0.0677,0.0574,0.0426,0.0244,-0.0348,-0.0438,-0.0472,-0.0445,-0.035,-0.0209,-0.0088,-0.0016,3.5,0.8,-0.070868,0.662188
0.0538,0.0664,0.0718,0.0722,0.0677,0.0574,0.0426,0.0244,-0.0348,-0.0438,-0.0472,-0.0445,-0.035,-0.0209,-0.0088,-0.0016,4,0.8,-0.068635,0.690654
0.0538,0.0664,0.0718,0.0722,0.0677,0.0574,0.0426,0.0244,-0.0348,-0.0438,-0.0472,-0.0445,-0.035,-0.0209,-0.0088,-0.0016,4.5,0.8,-0.066203,0.717773
0.0538,0.0664,0.0718,0.0722,0.0677,0.0574,0.0426,0.0244,-0.0348,-0.0438,-0.0472,-0.0445,-0.035,-0.0209,-0.0088,-0.0016,5,0.8,-0.063331,0.743345
0.0538,0.0664,0.0718,0.0722,0.0677,0.0574,0.0426,0.0244,-0.0348,-0.0438,-0.0472,-0.0445,-0.035,-0.0209,-0.0088,-0.0016,5.5,0.8,-0.060387,0.768205
0.0538,0.0664,0.0718,0.0722,0.0677,0.0574,0.0426,0.0244,-0.0348,-0.0438,-0.0472,-0.0445,-0.035,-0.0209,-0.0088,-0.0016,6,0.8,-0.057177,0.791629
0.0538,0.0664,0.0718,0.0722,0.0677,0.0574,0.0426,0.0244,-0.0348,-0.0438,-0.0472,-0.0445,-0.035,-0.0209,-0.0088,-0.0016,6.5,0.8,-0.053556,0.814007
0.0538,0.0664,0.0718,0.0722,0.0677,0.0574,0.0426,0.0244,-0.0348,-0.0438,-0.0472,-0.0445,-0.035,-0.0209,-0.0088,-0.0016,7,0.8,-0.049389,0.834893
0.0538,0.0664,0.0718,0.0722,0.0677,0.0574,0.0426,0.0244,-0.0348,-0.0438,-0.0472,-0.0445,-0.035,-0.0209,-0.0088,-0.0016,7.5,0.8,-0.045303,0.855357
0.0538,0.0664,0.0718,0.0722,0.0677,0.0574,0.0426,0.0244,-0.0348,-0.0438,-0.0472,-0.0445,-0.035,-0.0209,-0.0088,-0.0016,8,0.8,-0.040951,0.874949
0.0538,0.0664,0.0718,0.0722,0.0677,0.0574,0.0426,0.0244,-0.0348,-0.0438,-0.0472,-0.0445,-0.035,-0.0209,-0.0088,-0.0016,8.5,0.8,-0.03629,0.893734
0.0538,0.0664,0.0718,0.0722,0.0677,0.0574,0.0426,0.0244,-0.0348,-0.0438,-0.0472,-0.0445,-0.035,-0.0209,-0.0088,-0.0016,9,0.8,-0.031639,0.911881
0.0538,0.0664,0.0718,0.0722,0.0677,0.0574,0.0426,0.0244,-0.0348,-0.0438,-0.0472,-0.0445,-0.035,-0.0209,-0.0088,-0.0016,9.5,0.8,-0.027065,0.92961
